ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Meta: shopengine_product_views_count"
16,variable,PMS001,,"Pairo Men's Brown B3 Shearling Bomber Jacket",1,0,visible,"To be mention here","To be mention here",,,taxable,,1,,,0,0,,,,,1,,,,"Jacket, Men, Jacket > Shearling Bomber Jacket",,,"https://pairolifestyle.com/wp-content/uploads/2026/03/unnamed-file.jpg, https://pairolifestyle.com/wp-content/uploads/2026/03/61edDeKsx-L._AC_SY500_.jpg, https://pairolifestyle.com/wp-content/uploads/2026/03/61ZvMGYkUTL._AC_SY500_.jpg, https://pairolifestyle.com/wp-content/uploads/2026/03/71anTCsh14L._AC_SX425_.jpg, https://pairolifestyle.com/wp-content/uploads/2026/03/71JJdBPzFRL._AC_SY500_.jpg, https://pairolifestyle.com/wp-content/uploads/2026/03/71ujWxDmeAL._AC_SY500_.jpg",,,,,,,,,0,Pairo,Color,"Black, Brown",1,1,Size,"2 XL, 3 XL, 4 XL, 5 XL, Custom, Large, Medium, Small, XL, XS",1,1
33,variable,PMB001-1,,"Pairo Men's Brown B3 Shearling Bomber Jacket (Copy)",-1,0,visible,"To be mention here","To be mention here",,,taxable,,1,,,0,0,,,,,1,,,,"Jacket > Bomber Jacket, Jacket, Men",,,,,,,,,,,,0,Pairo,Size,"Small, Medium, Large, XL, 2XL, 3XL, 4XL",1,0,Color,"Black, Brown",1,0
126,variable,PMS002,,"Pairo Men's Black RAF B3 Aviator Jacket",1,0,visible,"To be mention here","To be mention here",,,taxable,,1,,,0,0,,,,,1,,,,"Jacket, Men, Jacket > Shearling Bomber Jacket",,,"https://pairolifestyle.com/wp-content/uploads/2026/03/61aI4JgajqL._AC_SX522_.jpg, https://pairolifestyle.com/wp-content/uploads/2026/03/61XbyEFX4HL._AC_SX522_.jpg, https://pairolifestyle.com/wp-content/uploads/2026/03/61TnwGedaJL._AC_SX522_.jpg, https://pairolifestyle.com/wp-content/uploads/2026/03/612OdNr9J-L._AC_SX522_.jpg, https://pairolifestyle.com/wp-content/uploads/2026/03/61GFRyvMdtL._AC_SX522_.jpg",,,,,,,,,0,Pairo,Color,"Black, Brown",1,1,Size,"2 XL, 3 XL, 4 XL, 5 XL, Custom, Large, Medium, Small, XL, XS",1,1
153,variable,PMS003,,"Pairo Men's Hooded B3 Shearling Jacket",1,0,visible,"To be mention here","To be mention here",,,taxable,,1,,,0,0,,,,,1,,,,"Jacket, Men, Jacket > Shearling Bomber Jacket",,,"https://pairolifestyle.com/wp-content/uploads/2026/03/Pairo-Mens-Hooded-B3-Shearling-Jacket6.jpg, https://pairolifestyle.com/wp-content/uploads/2026/03/Pairo-Mens-Hooded-B3-Shearling-Jacket2.jpg, https://pairolifestyle.com/wp-content/uploads/2026/03/Pairo-Mens-Hooded-B3-Shearling-Jacket3.jpg, https://pairolifestyle.com/wp-content/uploads/2026/03/Pairo-Mens-Hooded-B3-Shearling-Jacket6.jpg",,,,,,,,,0,Pairo,Color,"Black, Brown",1,1,Size,"2 XL, 3 XL, 4 XL, 5 XL, Custom, Large, Medium, Small, XL, XS",1,1
178,variable,PMS004,,"Pairo Men's Vintage Brown B3 Aviator Jacket",1,0,visible,"To be mention here","To be mention here",,,taxable,,1,,,0,0,,,,,1,,,,"Jacket, Men, Jacket > Shearling Bomber Jacket",,,"https://pairolifestyle.com/wp-content/uploads/2026/03/Pairo-Mens-Vintage-Brown-B3-Aviator-Jacket2.jpg, https://pairolifestyle.com/wp-content/uploads/2026/03/Pairo-Mens-Vintage-Brown-B3-Aviator-Jacket.jpg, https://pairolifestyle.com/wp-content/uploads/2026/03/Pairo-Mens-Vintage-Brown-B3-Aviator-Jacket1.jpg",,,,,,,,,0,Pairo,Color,"Black, Brown",1,1,Size,"2 XL, 3 XL, 4 XL, 5 XL, Custom, Large, Medium, Small, XL, XS",1,1
202,variable,PMS005,,"Pairo Men's Dark Brown B3 Flight Jacket",1,0,visible,"To be mention here","To be mention here",,,taxable,,1,,,0,0,,,,,1,,,,"Jacket, Men, Jacket > Shearling Bomber Jacket",,,"https://pairolifestyle.com/wp-content/uploads/2026/03/Pairo-Mens-Dark-Brown-B3-Flight-Jacket.png, https://pairolifestyle.com/wp-content/uploads/2026/03/2-Pairo-Mens-Dark-Brown-B3-Flight-Jacket.png, https://pairolifestyle.com/wp-content/uploads/2026/03/4-Pairo-Mens-Dark-Brown-B3-Flight-Jacket.png, https://pairolifestyle.com/wp-content/uploads/2026/03/3-Pairo-Mens-Dark-Brown-B3-Flight-Jacket.png",,,,,,,,,0,Pairo,Color,"Black, Brown",1,1,Size,"2 XL, 3 XL, 4 XL, 5 XL, Custom, Large, Medium, Small, XL, XS",1,1
227,variable,PMS006,,"Pairo Men's Black B3 Shearling Bomber Jacket",1,0,visible,"To be mention here","To be mention here",,,taxable,,1,,,0,0,,,,,1,,,,"Jacket, Men, Jacket > Shearling Bomber Jacket",,,"https://pairolifestyle.com/wp-content/uploads/2026/03/Pairo-Mens-Black-B3-Shearling-Bomber-Jacket.jpg, https://pairolifestyle.com/wp-content/uploads/2026/03/Pairo-Mens-Black-B3-Shearling-Bomber-Jacket1.jpg",,,,,,,,,0,Pairo,Color,"Black, Brown",1,1,Size,"2 XL, 3 XL, 4 XL, 5 XL, Custom, Large, Medium, Small, XL, XS",1,1
250,variable,PMS007,,"Pairo Men's Grey B3 Aviator Jacket",1,0,visible,"To be mention here","To be mention here",,,taxable,,1,,,0,0,,,,,1,,,,"Jacket, Men, Jacket > Shearling Bomber Jacket",,,"https://pairolifestyle.com/wp-content/uploads/2026/03/Pairo-Mens-Grey-B3-Aviator-Jacket1.jpg, https://pairolifestyle.com/wp-content/uploads/2026/03/Pairo-Mens-Grey-B3-Aviator-Jacket2.jpg, https://pairolifestyle.com/wp-content/uploads/2026/03/Pairo-Mens-Grey-B3-Aviator-Jacket3.jpg, https://pairolifestyle.com/wp-content/uploads/2026/03/Pairo-Mens-Grey-B3-Aviator-Jacket4.jpg, https://pairolifestyle.com/wp-content/uploads/2026/03/Pairo-Mens-Grey-B3-Aviator-Jacket.jpg",,,,,,,,,0,Pairo,Color,Grey,1,1,Size,"2 XL, 3 XL, 4 XL, 5 XL, Custom, Large, Medium, Small, XL, XS",1,1
276,variable,PMS008,,"Pairo Men's Tan Brown B3 Sheepskin Jacket",1,0,visible,"To be mention here","To be mention here",,,taxable,,1,,,0,0,,,,,1,,,,"Jacket, Men, Jacket > Shearling Bomber Jacket",,,"https://pairolifestyle.com/wp-content/uploads/2026/03/Pairo-Mens-Tan-Brown-B3-Sheepskin-Jacket.jpg, https://pairolifestyle.com/wp-content/uploads/2026/03/Pairo-Mens-Tan-Brown-B3-Sheepskin-Jacket3.jpg, https://pairolifestyle.com/wp-content/uploads/2026/03/Pairo-Mens-Tan-Brown-B3-Sheepskin-Jacket1.jpg, https://pairolifestyle.com/wp-content/uploads/2026/03/Pairo-Mens-Tan-Brown-B3-Sheepskin-Jacket2.jpg",,,,,,,,,0,Pairo,Color,"Black, Brown",1,1,Size,"2 XL, 3 XL, 4 XL, 5 XL, Custom, Large, Medium, Small, XL, XS",1,1
301,variable,PMS009,,"Pairo Men's RAF Double Collar B3 Bomber Jacket Fur Collar",1,0,visible,"To be mention here","To be mention here",,,taxable,,1,,,0,0,,,,,1,,,,"Jacket, Men, Jacket > Shearling Bomber Jacket",,,"https://pairolifestyle.com/wp-content/uploads/2026/03/Pairo-Mens-RAF-Double-Collar-B3-Bomber-Jacket-Fur-Collar.jpg, https://pairolifestyle.com/wp-content/uploads/2026/03/Pairo-Mens-RAF-Double-Collar-B3-Bomber-Jacket-Fur-Collar1.jpg, https://pairolifestyle.com/wp-content/uploads/2026/03/Pairo-Mens-RAF-Double-Collar-B3-Bomber-Jacket-Fur-Collar2.jpg, https://pairolifestyle.com/wp-content/uploads/2026/03/Pairo-Mens-RAF-Double-Collar-B3-Bomber-Jacket-Fur-Collar3.jpg, https://pairolifestyle.com/wp-content/uploads/2026/03/Pairo-Mens-RAF-Double-Collar-B3-Bomber-Jacket-Fur-Collar4.jpg",,,,,,,,,0,Pairo,Color,"Black, Brown",1,1,Size,"2 XL, 3 XL, 4 XL, 5 XL, Custom, Large, Medium, Small, XL, XS",1,1
